"filename", "language", "C#", "comment", "blank", "total"
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\Menu Scrips\Menu.cs", "C#", 24, 1, 7, 32
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\Menu Scrips\MenuManager.cs", "C#", 91, 17, 13, 121
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\Menu Scrips\NetworkManager.cs", "C#", 256, 33, 46, 335
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\Menu Scrips\PlayerListItem.cs", "C#", 24, 4, 6, 34
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\Menu Scrips\PlayerManager.cs", "C#", 259, 49, 40, 348
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\Menu Scrips\RoomListItem.cs", "C#", 19, 0, 6, 25
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\Menu Scrips\RoomManager.cs", "C#", 54, 7, 8, 69
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\Menu Scrips\RotateAndShake.cs", "C#", 66, 4, 16, 86
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\MovementController.cs", "C#", 163, 20, 20, 203
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\ParticleFollow.cs", "C#", 42, 20, 9, 71
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\QuickTransfer.cs", "C#", 28, 13, 9, 50
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\SoundController.cs", "C#", 75, 14, 17, 106
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\SpectatorMovement.cs", "C#", 84, 12, 12, 108
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\TouchUp.cs", "C#", 44, 30, 15, 89
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\TrainningGroundScrips\LookAtCamera.cs", "C#", 15, 2, 4, 21
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\TrainningGroundScrips\RobotBillbord.cs", "C#", 23, 2, 3, 28
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\TrainningGroundScrips\RobotController.cs", "C#", 45, 1, 8, 54
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\TrainningGroundScrips\TranningGroundObjects.cs", "C#", 19, 3, 4, 26
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\UI Scrips\Billboard.cs", "C#", 46, 3, 3, 52
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\UI Scrips\GameInfoItem.cs", "C#", 32, 1, 3, 36
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\UI Scrips\GameInfoManager.cs", "C#", 26, 16, 4, 46
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\UI Scrips\InGameUIManager.cs", "C#", 74, 14, 7, 95
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\UI Scrips\ScoreBoard.cs", "C#", 66, 3, 8, 77
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\UI Scrips\ScoreBoardManager.cs", "C#", 61, 37, 13, 111
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\WallFoward.cs", "C#", 18, 1, 5, 24
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\cameraDist.cs", "C#", 77, 14, 6, 97
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\getspeed.cs", "C#", 23, 4, 7, 34
"f:\Unity\Marbles Battle Royale (Chenli)\Marbles-Battle-Royale-Online-Game-Development\Marbles Battle Royale (Chenli)\Assets\Scripts\maincamera.cs", "C#", 124, 13, 24, 161
"Total", "-", 2518, 556, 473, 3547
